,userId,date,window,desc,data,explanation,explain_id,Algorithm,mID,imdbClicked,rating
39,205,2020-04-19T21:04:33,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:10096:6:0:5,,6,AE,10096,0,5
40,205,2020-04-19T21:04:33,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:1493:5:0:5,,5,AE,1493,0,5
41,205,2020-04-19T21:04:33,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:949:1:0:5,,1,popular,949,0,5
44,205,2020-04-19T21:04:39,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:10735:7:0:5,,7,MF,10735,0,5
45,205,2020-04-19T21:04:39,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:11036:1:0:5,,1,popular,11036,0,5
46,205,2020-04-19T21:04:39,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:50619:7:0:5,,7,MF,50619,0,5
39,206,2020-04-20T08:15:06,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:603:6:0:4,,6,AE,603,0,4
40,206,2020-04-20T08:15:06,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:22:1:0:5,,1,popular,22,0,5
41,206,2020-04-20T08:15:06,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:550:5:0:3,,5,AE,550,0,3
44,206,2020-04-20T08:15:31,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:807:1:0:2,,1,popular,807,0,2
45,206,2020-04-20T08:15:31,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:329865:7:0:3,,7,MF,329865,0,3
46,206,2020-04-20T08:15:31,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:76341:5:0:4,,5,MF,76341,0,4
39,207,2020-04-20T08:23:49,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:674:1:0:5,,1,popular,674,0,5
40,207,2020-04-20T08:23:49,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:16996:7:0:3,,7,AE,16996,0,3
41,207,2020-04-20T08:23:49,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:4951:2:0:4,,2,AE,4951,0,4
44,207,2020-04-20T08:24:29,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:50620:4:0:3,,4,MF,50620,0,3
45,207,2020-04-20T08:24:29,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:12405:1:1:1,,1,popular,12405,1,1
46,207,2020-04-20T08:24:29,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:11247:7:0:3,,7,MF,11247,0,3
39,208,2020-04-20T09:30:10,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:157336:2:0:2,,2,AE,157336,0,2
40,208,2020-04-20T09:30:10,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:603:5:0:3,,5,AE,603,0,3
41,208,2020-04-20T09:30:10,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:100402:1:0:2,,1,popular,100402,0,2
44,208,2020-04-20T09:30:36,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:296096:1:0:4,,1,popular,296096,0,4
45,208,2020-04-20T09:30:36,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:752:5:0:4,,5,MF,752,0,4
46,208,2020-04-20T09:30:36,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:38:4:0:2,,4,MF,38,0,2
39,209,2020-04-20T10:40:38,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:197:5:0:1,,5,AE,197,0,1
40,209,2020-04-20T10:40:38,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:12405:1:0:1,,1,popular,12405,0,1
41,209,2020-04-20T10:40:38,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:550:5:0:1,,5,AE,550,0,1
44,209,2020-04-20T10:40:54,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:27205:2:0:4,,2,MF,27205,0,4
45,209,2020-04-20T10:40:54,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:122:6:0:1,,6,MF,122,0,1
46,209,2020-04-20T10:40:54,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:453:1:0:4,,1,popular,453,0,4
39,211,2020-04-20T12:29:27,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:603:6:0:5,,6,AE,603,0,5
40,211,2020-04-20T12:29:27,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:27205:5:0:5,,5,AE,27205,0,5
41,211,2020-04-20T12:29:27,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:1402:1:0:5,,1,popular,1402,0,5
44,211,2020-04-20T12:29:40,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:121:2:0:5,,2,MF,121,0,5
45,211,2020-04-20T12:29:40,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:120:5:0:5,,5,MF,120,0,5
46,211,2020-04-20T12:29:40,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:423:1:0:5,,1,popular,423,0,5
39,212,2020-04-20T14:23:28,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:122:4:0:2,,4,AE,122,0,2
40,212,2020-04-20T14:23:28,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:121:4:0:2,,4,AE,121,0,2
41,212,2020-04-20T14:23:28,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:550:1:0:1,,1,popular,550,0,1
44,212,2020-04-20T14:23:41,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:293660:1:0:5,,1,popular,293660,0,5
45,212,2020-04-20T14:23:41,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:50619:7:0:4,,7,MF,50619,0,4
46,212,2020-04-20T14:23:41,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:10735:7:0:2,,7,MF,10735,0,2
39,213,2020-04-20T15:29:33,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:675:5:0:5,,5,AE,675,0,5
40,213,2020-04-20T15:29:33,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:12444:4:0:5,,4,AE,12444,0,5
41,213,2020-04-20T15:29:33,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:752:1:0:4,,1,popular,752,0,4
44,213,2020-04-20T15:29:40,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:140607:7:0:3,,7,MF,140607,0,3
45,213,2020-04-20T15:29:40,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:155:2:0:5,,2,MF,155,0,5
46,213,2020-04-20T15:29:40,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:393:1:0:5,,1,popular,393,0,5
39,216,2020-04-20T18:37:13,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:293660:1:0:5,,1,popular,293660,0,5
40,216,2020-04-20T18:37:13,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:12444:2:0:5,,2,AE,12444,0,5
41,216,2020-04-20T18:37:13,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:674:4:0:5,,4,AE,674,0,5
44,216,2020-04-20T18:37:34,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:313369:7:0:2,,7,MF,313369,0,2
45,216,2020-04-20T18:37:34,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:140420:7:0:3,,7,MF,140420,0,3
46,216,2020-04-20T18:37:34,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:19995:1:0:5,,1,popular,19995,0,5
39,219,2020-04-20T18:44:58,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:18239:5:0:5,,5,AE,18239,0,5
40,219,2020-04-20T18:44:58,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:70160:7:0:5,,7,AE,70160,0,5
41,219,2020-04-20T18:44:58,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:674:1:0:5,,1,popular,674,0,5
44,219,2020-04-20T18:45:25,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:5915:1:0:3,,1,popular,5915,0,3
45,219,2020-04-20T18:45:25,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:9655:2:0:5,,2,MF,9655,0,5
46,219,2020-04-20T18:45:25,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:11247:7:0:2,,7,MF,11247,0,2
39,220,2020-04-20T18:44:59,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:12445:1:0:1,,1,popular,12445,0,1
40,220,2020-04-20T18:44:59,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:249164:4:0:3,,4,AE,249164,0,3
41,220,2020-04-20T18:44:59,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:597:7:0:5,,7,AE,597,0,5
45,220,2020-04-20T18:45:17,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:4951:7:0:3,,7,MF,4951,0,3
46,220,2020-04-20T18:45:17,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:862:1:0:1,,1,popular,862,0,1
47,220,2020-04-20T18:45:17,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:6557:7:0:2,,7,MF,6557,0,2
39,223,2020-04-20T18:47:54,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:550:5:0:5,,5,AE,550,0,5
40,223,2020-04-20T18:47:54,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:266856:1:0:5,,1,popular,266856,0,5
41,223,2020-04-20T18:47:54,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:603:6:0:4,,6,AE,603,0,4
44,223,2020-04-20T18:48:12,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:193610:7:0:1,,7,MF,193610,0,1
45,223,2020-04-20T18:48:12,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:8358:1:0:2,,1,popular,8358,0,2
46,223,2020-04-20T18:48:12,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:111969:7:0:2,,7,MF,111969,0,2
39,224,2020-04-20T18:46:19,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:672:1:0:5,,1,popular,672,0,5
40,224,2020-04-20T18:46:19,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:12445:6:0:5,,6,AE,12445,0,5
41,224,2020-04-20T18:46:19,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:673:2:0:5,,2,AE,673,0,5
44,224,2020-04-20T18:46:32,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:10735:2:0:5,,2,MF,10735,0,5
45,224,2020-04-20T18:46:32,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:87827:1:0:3,,1,popular,87827,0,3
46,224,2020-04-20T18:46:32,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:24021:7:0:5,,7,MF,24021,0,5
39,225,2020-04-20T18:54:14,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:27205:2:0:5,,2,AE,27205,0,5
40,225,2020-04-20T18:54:14,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:18239:2:0:5,,2,AE,18239,0,5
41,225,2020-04-20T18:54:14,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:24:1:0:5,,1,popular,24,0,5
44,225,2020-04-20T18:54:28,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:38:5:0:5,,5,MF,38,0,5
45,225,2020-04-20T18:54:28,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:73:5:0:5,,5,MF,73,0,5
46,225,2020-04-20T18:54:28,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:674:1:0:5,,1,popular,674,0,5
41,226,2020-04-20T19:03:02,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:140607:1:0:2,,1,popular,140607,0,2
42,226,2020-04-20T19:03:02,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:11355:7:0:2,,7,AE,11355,0,2
43,226,2020-04-20T19:03:02,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:16996:6:0:5,,6,AE,16996,0,5
46,226,2020-04-20T19:03:26,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:9714:7:0:3,,7,MF,9714,0,3
47,226,2020-04-20T19:03:26,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:11247:7:0:5,,7,MF,11247,0,5
48,226,2020-04-20T19:03:26,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:222935:1:0:5,,1,popular,222935,0,5
40,228,2020-04-20T19:12:43,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:675:5:0:5,,5,AE,675,0,5
41,228,2020-04-20T19:12:43,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:673:5:0:5,,5,AE,673,0,5
42,228,2020-04-20T19:12:43,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:27205:1:0:4,,1,popular,27205,0,4
46,228,2020-04-20T19:12:58,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:11130:7:0:1,,7,MF,11130,0,1
47,228,2020-04-20T19:12:58,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:271110:1:0:5,,1,popular,271110,0,5
48,228,2020-04-20T19:12:58,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:50619:7:0:1,,7,MF,50619,0,1
41,229,2020-04-20T19:12:22,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:12444:2:0:5,,2,AE,12444,0,5
42,229,2020-04-20T19:12:22,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:767:6:0:5,,6,AE,767,0,5
43,229,2020-04-20T19:12:22,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:269149:1:0:2,,1,popular,269149,0,2
46,229,2020-04-20T19:12:33,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:24021:5:0:5,,5,MF,24021,0,5
47,229,2020-04-20T19:12:33,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:193610:7:0:2,,7,MF,193610,0,2
48,229,2020-04-20T19:12:33,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:190859:1:0:5,,1,popular,190859,0,5
39,230,2020-04-20T19:15:10,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:10096:6:0:4,,6,AE,10096,0,4
40,230,2020-04-20T19:15:10,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:16996:6:0:3,,6,AE,16996,0,3
41,230,2020-04-20T19:15:10,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:82702:1:0:1,,1,popular,82702,0,1
44,230,2020-04-20T19:15:35,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:9714:7:0:4,,7,MF,9714,0,4
45,230,2020-04-20T19:15:35,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:641:1:0:2,,1,popular,641,0,2
46,230,2020-04-20T19:15:35,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:10735:7:0:4,,7,MF,10735,0,4
39,232,2020-04-20T19:19:02,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:197:7:0:3,,7,AE,197,0,3
40,232,2020-04-20T19:19:02,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:27205:2:0:2,,2,AE,27205,0,2
41,232,2020-04-20T19:19:02,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:808:1:0:2,,1,popular,808,0,2
44,232,2020-04-20T19:19:19,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:24:1:0:4,,1,popular,24,0,4
45,232,2020-04-20T19:19:19,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:492:5:0:3,,5,MF,492,0,3
46,232,2020-04-20T19:19:19,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:77:5:0:4,,5,MF,77,0,4
39,233,2020-04-20T19:18:26,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:70:1:0:4,,1,popular,70,0,4
40,233,2020-04-20T19:18:26,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:673:5:0:4,,5,AE,673,0,4
41,233,2020-04-20T19:18:26,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:675:6:0:4,,6,AE,675,0,4
44,233,2020-04-20T19:18:39,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:57158:1:0:5,,1,popular,57158,0,5
45,233,2020-04-20T19:18:39,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:70160:5:0:5,,5,MF,70160,0,5
46,233,2020-04-20T19:18:39,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:27205:6:0:5,,6,MF,27205,0,5
39,234,2020-04-20T19:18:53,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:11529:7:0:4,,7,AE,11529,0,4
40,234,2020-04-20T19:18:53,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:73:1:0:1,,1,popular,73,0,1
41,234,2020-04-20T19:18:53,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:10096:2:0:5,,2,AE,10096,0,5
44,234,2020-04-20T19:19:14,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:11247:7:0:5,,7,MF,11247,0,5
45,234,2020-04-20T19:19:14,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:222935:1:0:4,,1,popular,222935,0,4
46,234,2020-04-20T19:19:14,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:10735:7:0:5,,7,MF,10735,0,5
39,235,2020-04-20T19:22:29,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:121:5:0:5,,5,AE,121,0,5
40,235,2020-04-20T19:22:29,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:120:2:0:5,,2,AE,120,0,5
41,235,2020-04-20T19:22:29,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:109424:1:0:2,,1,popular,109424,0,2
44,235,2020-04-20T19:22:58,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:70:1:0:2,,1,popular,70,0,2
45,235,2020-04-20T19:22:58,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:103328:7:0:4,,7,MF,103328,0,4
46,235,2020-04-20T19:22:58,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:38:4:0:5,,4,MF,38,0,5
39,238,2020-04-20T19:25:52,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:12444:5:0:4,,5,AE,12444,0,4
40,238,2020-04-20T19:25:52,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:8835:5:0:5,,5,AE,8835,0,5
41,238,2020-04-20T19:25:52,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:381284:1:0:4,,1,popular,381284,0,4
44,238,2020-04-20T19:26:04,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:10735:7:0:5,,7,MF,10735,0,5
45,238,2020-04-20T19:26:04,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:672:1:0:4,,1,popular,672,0,4
46,238,2020-04-20T19:26:04,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:6557:7:0:5,,7,MF,6557,0,5
39,239,2020-04-20T19:29:44,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:597:7:0:5,,7,AE,597,0,5
40,239,2020-04-20T19:29:44,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:155:1:0:1,,1,popular,155,0,1
41,239,2020-04-20T19:29:44,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:11355:7:1:3,,7,AE,11355,1,3
44,239,2020-04-20T19:30:02,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:13475:1:0:1,,1,popular,13475,0,1
45,239,2020-04-20T19:30:02,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:6557:7:0:5,,7,MF,6557,0,5
46,239,2020-04-20T19:30:02,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:10735:4:0:5,,4,MF,10735,0,5
39,251,2020-04-20T20:18:18,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:597:7:0:5,,7,AE,597,0,5
40,251,2020-04-20T20:18:18,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:671:1:0:2,,1,popular,671,0,2
41,251,2020-04-20T20:18:18,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:544:5:0:4,,5,AE,544,0,4
44,251,2020-04-20T20:18:57,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:76203:1:0:3,,1,popular,76203,0,3
45,251,2020-04-20T20:18:57,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:141:7:0:1,,7,MF,141,0,1
46,251,2020-04-20T20:18:57,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:77:7:0:2,,7,MF,77,0,2
39,252,2020-04-20T20:32:50,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:10096:2:0:5,,2,AE,10096,0,5
40,252,2020-04-20T20:32:50,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:275:1:0:3,,1,popular,275,0,3
41,252,2020-04-20T20:32:50,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:10625:7:0:5,,7,AE,10625,0,5
44,252,2020-04-20T20:33:02,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:8835:7:0:4,,7,MF,8835,0,4
45,252,2020-04-20T20:33:02,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:272:1:0:1,,1,popular,272,0,1
46,252,2020-04-20T20:33:02,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:2018:7:0:4,,7,MF,2018,0,4
39,258,2020-04-20T21:05:57,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:96721:1:0:5,,1,popular,96721,0,5
40,258,2020-04-20T21:05:57,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:286217:5:0:5,,5,AE,286217,0,5
41,258,2020-04-20T21:05:57,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:607:2:0:5,,2,AE,607,0,5
44,258,2020-04-20T21:06:19,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:393:1:0:4,,1,popular,393,0,4
45,258,2020-04-20T21:06:19,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:9880:7:0:2,,7,MF,9880,0,2
46,258,2020-04-20T21:06:19,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:6557:7:0:2,,7,MF,6557,0,2
39,261,2020-04-20T21:20:47,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:137113:1:1:1,,1,popular,137113,1,1
40,261,2020-04-20T21:20:47,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:674:2:0:5,,2,AE,674,0,5
41,261,2020-04-20T21:20:47,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:12444:2:0:5,,2,AE,12444,0,5
44,261,2020-04-20T21:21:18,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:118340:1:0:5,,1,popular,118340,0,5
45,261,2020-04-20T21:21:18,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:112949:7:1:2,,7,MF,112949,1,2
46,261,2020-04-20T21:21:18,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:9655:7:0:5,,7,MF,9655,0,5
40,262,2020-04-20T21:26:54,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:675:5:0:5,,5,AE,675,0,5
41,262,2020-04-20T21:26:54,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:297762:1:0:4,,1,popular,297762,0,4
42,262,2020-04-20T21:26:54,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], AE:12444:4:0:5,,4,AE,12444,0,5
45,262,2020-04-20T21:27:13,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:24021:2:0:2,,2,MF,24021,0,2
46,262,2020-04-20T21:27:13,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], popular:109424:1:0:5,,1,popular,109424,0,5
47,262,2020-04-20T21:27:13,with_explanation, [Algorithm:mID:explain_id:imdbClicked:rating], MF:193610:7:0:4,,7,MF,193610,0,4
